title,rating,numOfRatings,FirstMovieRecommendation,SecondMovieRecommendation,ThirdMovieRecommendation,FourthMovieRecommendation
Tomorrow Never Dies (1997),3.4277777777777776,180,Men in Black (1997),"Philadelphia Story, The (1940)","Mask, The (1994)",GoodFellas (1990)
Top Gun (1986),3.481818181818182,220,Pretty Woman (1990),Michael (1996),Jungle2Jungle (1997),Eraser (1996)
Top Hat (1935),4.0476190476190474,21,Cop Land (1997),Amistad (1997),"Professional, The (1994)",Cold Comfort Farm (1995)
Total Eclipse (1995),2.75,4,Under Siege (1992),GoldenEye (1995),"Manchurian Candidate, The (1962)",Unforgiven (1992)
Touch (1997),2.7777777777777777,9,Twister (1996),George of the Jungle (1997),Down Periscope (1996),Good Will Hunting (1997)
Touch of Evil (1958),3.911764705882353,34,Father of the Bride Part II (1995),"Adventures of Priscilla, Queen of the Desert, The (1994)",Amistad (1997),"Hunchback of Notre Dame, The (1996)"
Tough and Deadly (1995),3.0,2,"Long Kiss Goodnight, The (1996)",Aliens (1986),Die Hard 2 (1990),Under Siege (1992)
Touki Bouki (Journey of the Hyena) (1973),1.0,1,-,-,-,-
Toy Story (1995),3.8783185840707963,452,"Craft, The (1996)",Down Periscope (1996),Miracle on 34th Street (1994),G.I. Jane (1997)
Trainspotting (1996),3.884,250,"Devil's Advocate, The (1997)","Crying Game, The (1992)",Pulp Fiction (1994),"Cable Guy, The (1996)"
"Transformers: The Movie, The (1986)",2.84375,32,Fly Away Home (1996),Rosewood (1997),Seven Years in Tibet (1997),Beautiful Girls (1996)
Traveller (1997),3.3076923076923075,13,"American President, The (1995)",Basic Instinct (1992),Rear Window (1954),Platoon (1986)
"Treasure of the Sierra Madre, The (1948)",4.1,80,Crash (1996),Rosewood (1997),Benny & Joon (1993),My Left Foot (1989)
Trees Lounge (1996),3.24,50,Kolya (1996),Event Horizon (1997),Starship Troopers (1997),Ben-Hur (1959)
Trial and Error (1997),2.5217391304347827,23,"Crying Game, The (1992)",Patton (1970),Cool Hand Luke (1967),Harold and Maude (1971)
Trial by Jury (1994),2.4285714285714284,7,Much Ado About Nothing (1993),Butch Cassidy and the Sundance Kid (1969),"Time to Kill, A (1996)","Crow, The (1994)"
"Trigger Effect, The (1996)",3.2,35,Singin' in the Rain (1952),Jungle2Jungle (1997),"Deer Hunter, The (1978)",Bonnie and Clyde (1967)
True Crime (1995),3.3333333333333335,9,Army of Darkness (1993),Like Water For Chocolate (Como agua para chocolate) (1992),Real Genius (1985),Star Trek: Generations (1994)
True Lies (1994),3.5625,208,Kiss the Girls (1997),"Firm, The (1993)",One Fine Day (1996),Shine (1996)
True Romance (1993),3.6153846153846154,104,Ulee's Gold (1997),Bonnie and Clyde (1967),"Bridge on the River Kwai, The (1957)",Harold and Maude (1971)
"Truman Show, The (1998)",2.909090909090909,11,Mother (1996),Star Trek: The Wrath of Khan (1982),Return of the Jedi (1983),Star Trek IV: The Voyage Home (1986)
Trust (1990),3.789473684210526,19,Dragonheart (1996),Cold Comfort Farm (1995),Stargate (1994),Primal Fear (1996)
"Truth About Cats & Dogs, The (1996)",3.485294117647059,272,"Craft, The (1996)",Butch Cassidy and the Sundance Kid (1969),Bound (1996),"Ice Storm, The (1997)"
"Truth or Consequences, N.M. (1997)",2.0,3,Donnie Brasco (1997),"Full Monty, The (1997)",Mother (1996),L.A. Confidential (1997)
Turbo: A Power Rangers Movie (1997),1.8,5,Conan the Barbarian (1981),Aladdin (1992),Volcano (1997),Snow White and the Seven Dwarfs (1937)
Turbulence (1997),2.5652173913043477,23,Scream 2 (1997),Butch Cassidy and the Sundance Kid (1969),Secrets & Lies (1996),Annie Hall (1977)
"Turning, The (1992)",2.5,2,Return of the Jedi (1983),Starship Troopers (1997),Tomorrow Never Dies (1997),Air Force One (1997)
Twelfth Night (1996),3.413793103448276,29,"Net, The (1995)",Scream 2 (1997),Batman Forever (1995),Basic Instinct (1992)
Twelve Monkeys (1995),3.798469387755102,392,Alien: Resurrection (1997),Good Will Hunting (1997),Star Trek: The Wrath of Khan (1982),"Adventures of Priscilla, Queen of the Desert, The (1994)"
Twilight (1998),2.5,4,Platoon (1986),Mission: Impossible (1996),Jurassic Park (1993),Crimson Tide (1995)
Twin Town (1997),2.1666666666666665,6,Dead Man Walking (1995),That Thing You Do! (1996),Sleepers (1996),Sabrina (1995)
Twisted (1996),3.5,6,Lost Highway (1997),Volcano (1997),Chasing Amy (1997),"Devil's Own, The (1997)"
Twister (1996),3.2150170648464163,293,Independence Day (ID4) (1996),"Game, The (1997)",Jungle2Jungle (1997),Dante's Peak (1997)
Two Bits (1995),2.2,5,GoodFellas (1990),Ben-Hur (1959),"Hudsucker Proxy, The (1994)",Sense and Sensibility (1995)
Two Deaths (1995),2.25,4,GoodFellas (1990),Strictly Ballroom (1992),Fly Away Home (1996),"Devil's Advocate, The (1997)"
Two Friends (1986) ,3.0,1,-,-,-,-
Two Much (1996),2.4285714285714284,7,Jungle2Jungle (1997),Stargate (1994),Mother (1996),"Devil's Advocate, The (1997)"
Two if by Sea (1996),2.6,25,"Great Escape, The (1963)","Manchurian Candidate, The (1962)","Philadelphia Story, The (1940)",Good Will Hunting (1997)
Two or Three Things I Know About Her (1966),3.75,4,Independence Day (ID4) (1996),Conan the Barbarian (1981),GoldenEye (1995),Cool Hand Luke (1967)
U Turn (1997),3.359375,64,Patton (1970),On Golden Pond (1981),What's Eating Gilbert Grape (1993),Arsenic and Old Lace (1944)
U.S. Marshalls (1998),3.0,9,"Remains of the Day, The (1993)",George of the Jungle (1997),"Crying Game, The (1992)",Fly Away Home (1996)
Ulee's Gold (1997),3.760869565217391,184,GoldenEye (1995),"Last of the Mohicans, The (1992)",Being There (1979),Star Trek: The Motion Picture (1979)
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",3.761904761904762,21,Multiplicity (1996),Dante's Peak (1997),Eraser (1996),Executive Decision (1996)
"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92,Crash (1996),"Sex, Lies, and Videotape (1989)",Annie Hall (1977),"Wrong Trousers, The (1993)"
Under Siege (1992),3.2903225806451615,124,Mimic (1997),"Manchurian Candidate, The (1962)",Jungle2Jungle (1997),Basic Instinct (1992)
Under Siege 2: Dark Territory (1995),2.4583333333333335,48,Amistad (1997),Down Periscope (1996),"Peacemaker, The (1997)",As Good As It Gets (1997)
Underground (1995),2.8,5,"Fish Called Wanda, A (1988)","Great Escape, The (1963)",Butch Cassidy and the Sundance Kid (1969),Ulee's Gold (1997)
"Underneath, The (1995)",2.75,4,Hoop Dreams (1994),Much Ado About Nothing (1993),Tombstone (1993),Bram Stoker's Dracula (1992)
Underworld (1997),2.5,4,G.I. Jane (1997),Jackie Chan's First Strike (1996),Mystery Science Theater 3000: The Movie (1996),Jaws (1975)
Unforgettable (1996),3.323529411764706,34,Down Periscope (1996),Dave (1993),Some Like It Hot (1959),Real Genius (1985)
Unforgiven (1992),3.868131868131868,182,Henry V (1989),"Devil's Advocate, The (1997)",Ulee's Gold (1997),"English Patient, The (1996)"
Unhook the Stars (1996),2.5,10,Pretty Woman (1990),Clerks (1994),Terminator 2: Judgment Day (1991),"Firm, The (1993)"
Unstrung Heroes (1995),3.3181818181818183,22,"Ice Storm, The (1997)",Con Air (1997),Kiss the Girls (1997),"Truth About Cats & Dogs, The (1996)"
Until the End of the World (Bis ans Ende der Welt) (1991),2.8260869565217392,23,Executive Decision (1996),Michael (1996),Amistad (1997),Fly Away Home (1996)
Unzipped (1995),3.5454545454545454,11,Grosse Pointe Blank (1997),Glory (1989),Seven (Se7en) (1995),Courage Under Fire (1996)
Up Close and Personal (1996),3.1882352941176473,85,Ghost (1990),"Great Escape, The (1963)",Crimson Tide (1995),Star Trek VI: The Undiscovered Country (1991)
Up in Smoke (1978),3.25531914893617,47,Ulee's Gold (1997),Amistad (1997),Secrets & Lies (1996),My Left Foot (1989)
"Usual Suspects, The (1995)",4.385767790262173,267,Alien: Resurrection (1997),Cold Comfort Farm (1995),Sling Blade (1996),L.A. Confidential (1997)
Vampire in Brooklyn (1995),1.8333333333333333,12,Everyone Says I Love You (1996),Chinatown (1974),George of the Jungle (1997),Like Water For Chocolate (Como agua para chocolate) (1992)
"Van, The (1996)",2.6666666666666665,6,"Ice Storm, The (1997)",Father of the Bride Part II (1995),"Nutty Professor, The (1996)",Down Periscope (1996)
Vanya on 42nd Street (1994),3.5925925925925926,27,101 Dalmatians (1996),Ulee's Gold (1997),Stargate (1994),Strictly Ballroom (1992)
Vegas Vacation (1997),2.4,75,Beavis and Butt-head Do America (1996),Cop Land (1997),Mystery Science Theater 3000: The Movie (1996),Down Periscope (1996)
Venice/Venice (1992),1.0,2,-,-,-,-
Vermin (1998),2.0,2,In & Out (1997),"Princess Bride, The (1987)",Die Hard 2 (1990),Jurassic Park (1993)
Vermont Is For Lovers (1992),1.0,1,-,-,-,-
Vertigo (1958),4.251396648044692,179,Rear Window (1954),Some Like It Hot (1959),12 Angry Men (1957),Harold and Maude (1971)
"Very Brady Sequel, A (1996)",2.3978494623655915,93,As Good As It Gets (1997),"Peacemaker, The (1997)","Postino, Il (1994)",Arsenic and Old Lace (1944)
"Very Natural Thing, A (1974)",1.0,1,-,-,-,-
Victor/Victoria (1982),3.3376623376623376,77,Scream 2 (1997),Kolya (1996),"Lost World: Jurassic Park, The (1997)","Adventures of Priscilla, Queen of the Desert, The (1994)"
"Vie est belle, La (Life is Rosey) (1987)",1.0,1,-,-,-,-
Village of the Damned (1995),2.6818181818181817,22,"Hudsucker Proxy, The (1994)","Wrong Trousers, The (1993)",Little Women (1994),Kolya (1996)
Virtuosity (1995),2.736842105263158,38,Sense and Sensibility (1995),Little Women (1994),Ulee's Gold (1997),Fly Away Home (1996)
"Visitors, The (Visiteurs, Les) (1993)",3.5,2,Contact (1997),Four Weddings and a Funeral (1994),"Full Monty, The (1997)",In & Out (1997)
Volcano (1997),2.808219178082192,219,Down Periscope (1996),Jungle2Jungle (1997),Absolute Power (1997),Dante's Peak (1997)
Wag the Dog (1997),3.510948905109489,137,On Golden Pond (1981),Bound (1996),"Right Stuff, The (1983)","Frighteners, The (1996)"
Waiting for Guffman (1996),4.127659574468085,47,"Manchurian Candidate, The (1962)",Miracle on 34th Street (1994),Happy Gilmore (1996),William Shakespeare's Romeo and Juliet (1996)
Waiting to Exhale (1995),2.5,16,Kolya (1996),Amistad (1997),Real Genius (1985),Kingpin (1996)
"Walk in the Clouds, A (1995)",3.2857142857142856,63,G.I. Jane (1997),What's Eating Gilbert Grape (1993),Waterworld (1995),Ransom (1996)
"Walk in the Sun, A (1945)",3.0,1,-,-,-,-
Walkabout (1971),3.8461538461538463,26,Spawn (1997),Beautiful Girls (1996),Happy Gilmore (1996),Amistad (1997)
"Walking Dead, The (1995)",2.25,4,Ransom (1996),Star Trek III: The Search for Spock (1984),Waterworld (1995),"People vs. Larry Flynt, The (1996)"
Walking and Talking (1996),3.625,8,Tin Cup (1996),My Best Friend's Wedding (1997),"Game, The (1997)",G.I. Jane (1997)
Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,67,Seven Years in Tibet (1997),"Manchurian Candidate, The (1962)","Close Shave, A (1995)","Wrong Trousers, The (1993)"
"War Room, The (1993)",3.3333333333333335,9,Star Trek IV: The Voyage Home (1986),"Killing Fields, The (1984)","Deer Hunter, The (1978)",Seven Years in Tibet (1997)
"War at Home, The (1996)",2.0,1,-,-,-,-
"War, The (1994)",3.2666666666666666,15,Cinema Paradiso (1988),"African Queen, The (1951)",Singin' in the Rain (1952),Everyone Says I Love You (1996)
Warriors of Virtue (1997),3.0,10,"Ghost and the Darkness, The (1996)","Bridge on the River Kwai, The (1957)","Manchurian Candidate, The (1962)",Sleepers (1996)
Washington Square (1997),3.2941176470588234,34,Reservoir Dogs (1992),Down Periscope (1996),Beavis and Butt-head Do America (1996),Young Guns (1988)
Waterworld (1995),2.803921568627451,102,Evita (1996),Event Horizon (1997),Michael (1996),Like Water For Chocolate (Como agua para chocolate) (1992)
Wedding Bell Blues (1996),3.0,1,-,-,-,-
"Wedding Gift, The (1994)",4.0,3,Contact (1997),Braveheart (1995),Get Shorty (1995),Mission: Impossible (1996)
"Wedding Singer, The (1998)",3.486111111111111,72,"Great Escape, The (1963)","Crow, The (1994)",Henry V (1989),Cinderella (1950)
Weekend at Bernie's (1989),2.6166666666666667,60,Alien: Resurrection (1997),"Game, The (1997)","Deer Hunter, The (1978)",Sleepers (1996)
Welcome To Sarajevo (1997),3.3636363636363638,22,"Manchurian Candidate, The (1962)",Spawn (1997),"Nutty Professor, The (1996)","Cable Guy, The (1996)"
Welcome to the Dollhouse (1995),3.7232142857142856,112,"Devil's Advocate, The (1997)","Manchurian Candidate, The (1962)",Being There (1979),Carrie (1976)
Wend Kuuni (God's Gift) (1982),1.0,1,-,-,-,-
Wes Craven's New Nightmare (1994),2.8,35,Event Horizon (1997),"People vs. Larry Flynt, The (1996)","Peacemaker, The (1997)","Room with a View, A (1986)"
What Happened Was... (1994),2.625,8,Star Trek III: The Search for Spock (1984),Conan the Barbarian (1981),Star Trek VI: The Undiscovered Country (1991),Crash (1996)
What's Eating Gilbert Grape (1993),3.5391304347826087,115,Kolya (1996),Cold Comfort Farm (1995),"Edge, The (1997)","Magnificent Seven, The (1954)"
What's Love Got to Do with It (1993),3.488888888888889,45,Ulee's Gold (1997),Much Ado About Nothing (1993),William Shakespeare's Romeo and Juliet (1996),"Wrong Trousers, The (1993)"
When Harry Met Sally... (1989),3.910344827586207,290,Cinema Paradiso (1988),William Shakespeare's Romeo and Juliet (1996),Pretty Woman (1990),Kolya (1996)
When Night Is Falling (1995),3.4,5,"Graduate, The (1967)","Full Monty, The (1997)",In & Out (1997),Kingpin (1996)
When We Were Kings (1996),4.045454545454546,44,12 Angry Men (1957),"Great Escape, The (1963)","Usual Suspects, The (1995)",Platoon (1986)
When a Man Loves a Woman (1994),3.4871794871794872,39,Lost Highway (1997),"Boot, Das (1981)","Wrong Trousers, The (1993)","Bridge on the River Kwai, The (1957)"
When the Cats Away (Chacun cherche son chat) (1996),3.5625,16,Lost Highway (1997),Beauty and the Beast (1991),Some Like It Hot (1959),Ace Ventura: Pet Detective (1994)
While You Were Sleeping (1995),3.549382716049383,162,"Net, The (1995)",Father of the Bride Part II (1995),Pretty Woman (1990),My Best Friend's Wedding (1997)
"White Balloon, The (1995)",2.8,10,Interview with the Vampire (1994),Die Hard: With a Vengeance (1995),"Abyss, The (1989)",Pink Floyd - The Wall (1982)
White Man's Burden (1995),2.0,10,Austin Powers: International Man of Mystery (1997),Father of the Bride Part II (1995),Scream 2 (1997),Alien: Resurrection (1997)
White Squall (1996),3.4,85,Amistad (1997),Wag the Dog (1997),Seven Years in Tibet (1997),Donnie Brasco (1997)
"Whole Wide World, The (1996)",4.0,6,Gandhi (1982),"Net, The (1995)",Stargate (1994),Dragonheart (1996)
Widows' Peak (1994),3.5789473684210527,19,Jungle2Jungle (1997),Conan the Barbarian (1981),"Hunchback of Notre Dame, The (1996)","Rainmaker, The (1997)"
"Wife, The (1995)",3.0,1,-,-,-,-
Wild America (1997),2.888888888888889,9,Little Women (1994),"Magnificent Seven, The (1954)",Speed (1994),Searching for Bobby Fischer (1993)
Wild Bill (1995),2.5,12,Star Trek: The Motion Picture (1979),Bound (1996),Strictly Ballroom (1992),"Adventures of Priscilla, Queen of the Desert, The (1994)"
"Wild Bunch, The (1969)",4.023255813953488,43,Ben-Hur (1959),Interview with the Vampire (1994),"Frighteners, The (1996)",Secrets & Lies (1996)
Wild Reeds (1994),3.142857142857143,14,"Mask, The (1994)","Close Shave, A (1995)",Mystery Science Theater 3000: The Movie (1996),"Devil's Own, The (1997)"
Wild Things (1998),2.727272727272727,11,Star Trek IV: The Voyage Home (1986),"Long Kiss Goodnight, The (1996)","Remains of the Day, The (1993)","Last of the Mohicans, The (1992)"
William Shakespeare's Romeo and Juliet (1996),3.5943396226415096,106,Real Genius (1985),Hoop Dreams (1994),"Abyss, The (1989)",Alien: Resurrection (1997)
Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,326,"Ice Storm, The (1997)",James and the Giant Peach (1996),Nikita (La Femme Nikita) (1990),Seven Years in Tibet (1997)
Window to Paris (1994),4.0,1,-,-,-,-
Wings of Courage (1995),4.0,1,-,-,-,-
Wings of Desire (1987),4.0,57,Tombstone (1993),"Game, The (1997)",William Shakespeare's Romeo and Juliet (1996),Mimic (1997)
"Wings of the Dove, The (1997)",3.68,75,101 Dalmatians (1996),Jackie Chan's First Strike (1996),"Adventures of Priscilla, Queen of the Desert, The (1994)",Cold Comfort Farm (1995)
Winnie the Pooh and the Blustery Day (1968),3.8,75,As Good As It Gets (1997),Kiss the Girls (1997),Ulee's Gold (1997),Sneakers (1992)
"Winter Guest, The (1997)",3.4444444444444446,9,North by Northwest (1959),Bram Stoker's Dracula (1992),Event Horizon (1997),"Birdcage, The (1996)"
Wishmaster (1997),2.4444444444444446,27,"Ghost and the Darkness, The (1996)",Waterworld (1995),Sneakers (1992),Stargate (1994)
With Honors (1994),3.0652173913043477,46,"Edge, The (1997)","Philadelphia Story, The (1940)",As Good As It Gets (1997),Murder at 1600 (1997)
Withnail and I (1987),3.230769230769231,13,Waterworld (1995),George of the Jungle (1997),Conan the Barbarian (1981),Jungle2Jungle (1997)
Witness (1985),4.0,1,-,-,-,-
"Wizard of Oz, The (1939)",4.0772357723577235,246,James and the Giant Peach (1996),"African Queen, The (1951)",On Golden Pond (1981),Miracle on 34th Street (1994)
Wolf (1994),2.701492537313433,67,"Rainmaker, The (1997)",Kiss the Girls (1997),Kolya (1996),My Best Friend's Wedding (1997)
"Woman in Question, The (1950)",1.0,1,-,-,-,-
"Women, The (1939)",3.6666666666666665,15,"Saint, The (1997)",Dragonheart (1996),Beavis and Butt-head Do America (1996),Outbreak (1995)
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",4.0,10,Trainspotting (1996),Independence Day (ID4) (1996),Kingpin (1996),Mr. Holland's Opus (1995)
Wonderland (1997),3.2,10,"Truth About Cats & Dogs, The (1996)",Secrets & Lies (1996),"Rock, The (1996)","River Wild, The (1994)"
"Wooden Man's Bride, The (Wu Kui) (1994)",2.6666666666666665,3,Kingpin (1996),Liar Liar (1997),Lost Highway (1997),Mars Attacks! (1996)
"World of Apu, The (Apur Sansar) (1959)",4.0,6,Sense and Sensibility (1995),Crash (1996),Cool Hand Luke (1967),Emma (1996)
"Wrong Trousers, The (1993)",4.466101694915254,118,"Devil's Advocate, The (1997)",Hoop Dreams (1994),"Close Shave, A (1995)",Ben-Hur (1959)
Wyatt Earp (1994),3.1,50,James and the Giant Peach (1996),Rosewood (1997),Big Night (1996),Con Air (1997)
Yankee Zulu (1994),1.0,1,-,-,-,-
Year of the Horse (1997),3.2857142857142856,7,"Clockwork Orange, A (1971)",Heathers (1989),"Great Escape, The (1963)",Grease (1978)
You So Crazy (1994),3.0,1,-,-,-,-
Young Frankenstein (1974),3.945,200,Miracle on 34th Street (1994),Young Guns (1988),Welcome to the Dollhouse (1995),Fly Away Home (1996)
Young Guns (1988),3.207920792079208,101,Good Will Hunting (1997),"River Wild, The (1994)","Frighteners, The (1996)",Seven Years in Tibet (1997)
Young Guns II (1990),2.772727272727273,44,Cold Comfort Farm (1995),Sense and Sensibility (1995),"Maltese Falcon, The (1941)",Young Guns (1988)
